objectid,category,ghgrp_id,landfill_name,county_state,landfill_owner_org,year_landfill_opened,landfill_closure_year,current_landfill_status,landfill_design_cap,waste_in_place_tons,waste_in_place_year,lfg_collection_system,lfg_collected_mmscfd,lfg_collected_year,latitude,longitude
1402,Other,,Nash County LF,"Nash, NC","Nash County, NC",1976,1997,Closed,,1669484,,No,,,36.0616,-77.9785
1403,Candidate,1006119,New Hanover County Secure Landfill,"New Hanover, NC","New Hanover County Department of Environmental Management, NC",1979,2051,Open,8904100,4845027,2016,No,,,34.31948,-77.99035
1404,Other,,Newton LF,"Catawba, NC","Catawba County, NC",1981,1989,Closed,,1600000,,Yes,0.32,2014,35.6555,-81.1648
1405,With Project,1005786,North Wake County Landfill,"Wake, NC","Wake County, NC",1986,2008,Closed,,6060000,2008,Yes,2.2,2015,35.908,-78.58
1406,Other,,Northampton County LF,"Northampton, NC","Northampton County, NC",1971,2000,Closed,,363180,,No,,,36.41012,-77.44038
1407,With Project,,Onslow County LF,"Onslow, NC","Onslow County Solid Waste Department, NC",1984,1997,Closed,,923543,,Yes,,,34.7872,-77.5309
1408,With Project,1001953,Onslow County LF #2,"Onslow, NC","Onslow County Solid Waste Department, NC",1998,2022,Open,3484726,1500000,2012,Yes,,,34.7872,-77.5309
1409,With Project,1005524,Orange County Regional Landfill,"Orange, NC","Orange County, NC",1972,2013,Closed,24482923,2542697,2013,Yes,0.68,2013,35.9685,-79.0834
1411,Other,,Pasquotank County LF,"Pasquotank, NC",Pasquotank County,1985,1994,Closed,,295000,,No,,,36.24007,-76.26546
1414,With Project,1007456,Piedmont SLF,"Forsyth, NC","Waste Management, Inc.",1990,,Closed,,959464,,Yes,1.31,2012,36.1944,-80.0407
1415,With Project,1010987,Pitt County LF,"Pitt, NC","Pitt County, NC",1974,1995,Closed,3373650,3263252,1995,Yes,0.36,,35.596,-77.438
1416,Other,,Polk County LF,"Polk, NC","Polk County, NC",1981,2007,Closed,,214002,,No,,,35.319,-82.184
1417,Other,1005767,Randolph County SWF,"Randolph, NC","Randolph County, NC",1973,1997,Closed,,1815420,,No,,,35.7558,-79.762
1418,Other,,Richmond County LF,"Richmond, NC","Richmond County, NC",1983,2006,Closed,,523271,,No,,,35.0155,-79.8088
1419,Other,,Riverdale Landfill,"Guilford, NC",City of High Point Department of Public Services,1974,1993,Closed,,2330000,,Yes,1.14,,35.946,-79.907
1420,With Project,1003481,Robeson County LF,"Robeson, NC","Robeson County, NC",1985,2041,Open,2784843,2784830,2016,Yes,1.152,2012,34.79,-78.908
1421,With Project,,Rockingham County LF,"Rockingham, NC","Rockingham County, NC",1972,1995,Closed,,1357483,,Yes,,,36.373554,-79.849585
1422,With Project,1004501,Rockingham County LF#2,"Rockingham, NC","Rockingham County, NC",1995,2036,Open,2500000,1268460,2011,Yes,0.445,2015,36.373554,-79.849585
1423,Candidate,1006996,Rowan County LF,"Rowan, NC","Rowan County, NC",1989,2082,Open,9784688,2349577,2016,No,,,35.75701,-80.55715
1424,Other,,"Rowland Landfill, Inc.","Wake, NC","Rowland Landfill, Inc.",1977,1978,Closed,,50000,,Yes,0,,35.88428,-78.58675
1426,Other,,Rutherford County LF,"Rutherford, NC","Rutherford County, NC",1950,1997,Closed,,1600000,,No,,,35.3492,-81.95202
1427,With Project,1004255,Sampson County LF,"Sampson, NC","Sampson County, NC",1973,2001,Closed,2967091,,,Yes,1.52,2012,34.9634,-78.4486
1428,With Project,1004118,Sampson County LF #2,"Sampson, NC",Waste Industries,2000,2040,Open,44356712,17098538,2016,Yes,5.18,,34.982,-78.457
1429,Other,,Scotland County LF,"Scotland, NC","Scotland County, NC",1980,1999,Closed,,788677,,No,,,34.726,-79.383
1431,With Project,1004408,South Wake LF (New),"Wake, NC","Wake County, NC",2008,2100,Open,18317721,3723165,2016,Yes,2.88,2016,35.675,-78.85
1432,Other,,Stokes County LF,"Stokes, NC","Stokes County, NC",1972,2004,Closed,,478368,,No,,,36.3665,-80.2617
1433,Other,,Surry County LF 1,"Surry, NC",Surry County,1972,2002,Closed,,1243631,,No,,,36.4417,-80.5707
1434,With Project,,Surry County LF 2,"Surry, NC",Surry County,1980,1998,Closed,,645506,,Yes,,,36.30021,-80.77122
1435,Other,1005535,Surry County LF 3,"Surry, NC",Surry County,1998,2042,Open,2084800,,,No,,,36.4417,-80.5707
1436,Other,,Swain County LF,"Swain, NC",Swain County,1972,1995,Closed,,127170,,No,,,35.4199,-83.4694
1437,Other,,Swepsonville LF,"Alamance, NC","Alamance County, NC",1971,1993,Closed,,2278000,,No,,,36.015,-79.34917
1438,Other,,Thomasville LF-Davidson County,"Davidson, NC","City of Thomasville, NC",1973,,Closed,,,,No,,,35.901,-80.102
1439,Other,,Transylvania County SLF,"Transylvania, NC","Transylvania County, NC",1992,2031,Open,790641,495930,2016,Yes,,,35.122,-82.844
1440,With Project,1003035,Tuscarora Long-Term Regional Landfill,"Craven, NC","Coastal Environmental Partnership, NC",1994,2030,Open,9150000,4139050,2016,Yes,1.26,2012,35.16296,-77.22612
1441,Other,,Union County LF,"Union, NC","Union County, NC",1972,1997,Closed,,2130144,,No,,,35.0355,-80.463
1442,Candidate,1007984,Upper Piedmont Regional Landfill,"Person, NC","Republic Services, Inc.",1997,2064,Open,19169386,4467638,2016,Yes,1.4,2012,36.324,-78.832
1443,Other,,US Army Fort Bragg Landfill,"Cumberland, NC",United States Army,1981,2001,Closed,,763800,,No,,,35.143,-79.052
1444,Candidate,1004062,US Marine Corps Base Camp Lejeune,"Onslow, NC",United States Marine Corps,1972,2038,Open,2724278,1717212,2016,No,,,34.688,-77.322
1445,With Project,1004831,Uwharrie Environmental Regional LF,"Montgomery, NC","Republic Services, Inc.",1980,2037,Open,28000000,14083844,2016,Yes,4.752,2014,35.3415,-79.961
1446,Other,,Vance County LF,"Vance, NC","Vance County, NC",1974,1997,Closed,,970899,,No,,,36.367,-78.4212
1447,Other,,Warren County LF,"Warren, NC","Warren County, NC",1974,1996,Closed,,230029,,No,,,36.40731,-78.16995
1448,With Project,,Watauga County Landfill,"Watauga, NC","Watauga County, NC",1970,1994,Closed,,546000,1994,Yes,0.22,,36.2185,-81.63
1449,With Project,1005274,Wayne County LF,"Wayne, NC","Wayne County, NC",1974,2043,Open,5192658,3488689,2016,Yes,0.872,2012,35.2908,-78.0647
1451,Other,1011066,Wilder's Grove Landfill,"Wake, NC",City of Raleigh Solid Waste Services Dept.,1972,1997,Closed,,5600000,,Yes,0.6,2017,35.789,-78.5669
1452,With Project,,Wilkes County LF 1,"Wilkes, NC","Wilkes County, NC",1972,1993,Closed,1127341,1127341,1993,Yes,0.05,2014,36.118,-81.1985
1453,Candidate,1006748,Wilkes County LF 2,"Wilkes, NC","Wilkes County, NC",1993,2034,Open,2000000,1310162,2016,No,,,36.2093,-80.9869
1454,Other,,Wilson County LF,"Wilson, NC","Wilson County, NC",1975,1997,Closed,,2080436,,Yes,,,35.7155,-77.8451
1455,With Project,,Yancey/Mitchell County LF,"Yancey, NC","Yancey County, NC",1973,1994,Closed,,384804,1994,Yes,0.06,,35.90764,-82.21618
1456,Other,,York Road Landfill,"Mecklenburg, NC",City of Charlotte,,1980,Closed,,,,No,,,35.1755,-80.9099
1457,With Project,1001614,City of Fargo Landfill,"Cass, ND","City of Fargo, ND",1980,2023,Open,,6273731,2016,Yes,1.2,2012,46.8835,-96.8613
1458,Other,,City of Minot LF,"Ward, ND","City of Minot, ND",1993,2033,Open,1860000,276396,2003,No,,,48.2113,-101.352
1459,Candidate,1003583,Dakota MSW Landfill,"Sargent, ND","Waste Management, Inc.",1976,2025,Open,2900193,2576908,2016,No,,,46.2401,-97.6952
1460,Other,1011959,Grand Forks Active Landfill,"Grand Forks, ND","City of Grand Forks, ND",2009,2093,Open,7100100,504877,2016,No,,,47.980171,-97.117604
1461,Candidate,1004044,Grand Forks Landfill,"Grand Forks, ND","City of Grand Forks, ND",1965,2011,Closed,3528000,3518215,2011,No,,,47.944,-97.148
1462,Candidate,1007284,McDaniel Landfill,"Ward, ND","Waste Management, Inc.",1980,2029,Open,1630279,1555677,2016,No,,,47.975,-101.105
1463,Other,,Alliance Disposal Area LF,"Box Butte, NE","City of Alliance, NE",1950,2023,Open,453021,240270,2014,No,,,42.0902,-102.84788
1464,Other,,Beatrice Disposal Area LF,"Gage, NE","Beatrice County, D.P.P.",1982,2022,Open,,279024,,No,,,40.21986,-96.76866
1465,With Project,1002158,Bluff Road Landfill,"Lancaster, NE","City of Lincoln, NE",1988,2033,Open,14160000,7646011,2015,Yes,,,40.9146,-96.6379
1466,With Project,1000191,Butler County Landfill Inc.,"Butler, NE",Waste Connections Inc. - Central Region,1986,2022,Open,,5659419,2016,Yes,0.391,2012,41.2613,-97.0423
1467,Other,,"Community Refuse Disposal, Incorporated - Norfolk","Madison, NE","Republic Services, Inc.",1970,1995,Closed,,1446633,,No,,,41.960578,-97.373175
1468,With Project,1007835,Douglas County Recycling and Disposal Facility LF,"Douglas, NE","Waste Management, Inc.",1989,2165,Open,93943391,16508748,2016,Yes,3.67,,41.385,-96.241
1469,With Project,1000522,Former Douglas County Landfill,"Douglas, NE","Douglas County, NE",1973,1989,Closed,5224710,5224710,1989,Yes,1.07,2012,41.3357,-96.1101
1470,Other,,Fremont Landfill,"Dodge, NE","Republic Services, Inc.",1965,1993,Closed,,1106263,,No,,,41.40912,-96.5012
1471,Candidate,1004439,G&P Development LF,"Seward, NE",Waste Connections Inc. - Central Region,1970,2029,Open,4009286,1681253,2016,No,,,40.747,-97.05
1472,Other,,Gering City Landfill,"Scotts Bluff, NE","City of Gering, NE",,,Open,,,,Unknown,,,41.830311,-103.68464
1473,Candidate,1001960,Grand Island Regional Landfill,"Hall, NE","City of Grand Island, NE",1984,2038,Open,4372323,2562539,2016,No,,,40.895,-98.718
1474,Candidate,1002159,Hastings SLF,"Adams, NE","City of Hastings, NE",1983,2037,Open,2756250,1391142,2016,No,,,40.57,-98.433
1475,Other,,Holdrege Prairie Hill Landfill,"Phelps, NE","Holdrege City, NE",1950,2022,Open,848467,458749,2015,No,,,40.418,-99.374
1476,Candidate,1004716,J Bar J Landfill,"Perkins, NE",Waste Connections Inc. - Central Region,1992,2053,Open,3878726,1841337,2016,No,,,40.984289,-101.816844
1478,Candidate,1010601,Kearney LF #2,"Buffalo, NE","City of Kearney, NE",1994,2031,Open,2509458,1020870,2016,No,,,40.73,-99.176
1479,With Project,1005097,L.P. Gill LF,"Dakota, NE",L.P. Gill,1981,2048,Open,12727177,5006022,2016,Yes,0.614,2012,42.47269,-96.61456
1480,Other,1010769,Lexington Area Solid Waste Agency Landfill,"Dawson, NE","Lexington Area Solid Waste Agency, NE",1997,2039,Open,1854350,723422,2016,No,,,40.915,-99.75
1481,Other,,"Nebraska Ecology Systems, Incorporated Landfill","Fillmore, NE",Waste Connections Inc. - Central Region,,,Open,,,,No,,,40.516,-97.765
1482,Candidate,1007546,NNSWC LF,"Stanton, NE",Northeast Nebraska Solid Waste Coalition,1995,2042,Open,4079250,1854296,2016,No,,,41.786,-97.092
1483,Other,,North Platte Disposal Area LF,"Lincoln, NE","City of North Platte, NE",1971,1993,Closed,,407491,,No,,,41.11578,-100.80572
1484,Other,,Otoe County LF,"Otoe, NE",Otoe County,1968,1994,Closed,,218822,,No,,,40.704744,-95.873336
1485,Other,,Plattsmouth LF,"Cass, NE",Plattsmouth LF,1968,1994,Closed,,777276,,No,,,40.976817,-95.87283
1486,Other,1001935,Sarpy County SLF,"Sarpy, NE","Sarpy County, NE",1990,2016,Closed,,3914719,2016,Yes,0.746,2014,41.0993,-96.1628
1487,Other,,Scottsbluff Disposal LF,"Scotts Bluff, NE",City of Scottsbluff,1968,1993,Closed,,529074,,No,,,41.84531,-103.57253
1488,Other,,York County LF,"York, NE","City of York, NE; York Area Solid Waste Agency, NE",1977,2042,Open,,254240,,No,,,40.905,-97.604
1489,Other,,Alton Landfill and Transfer Station,"Belknap, NH","Town of Alton, NH",,,Unknown,,,,No,,,43.4667,-71.2333
1490,Other,,Bedford Landfill,"Hillsborough, NH","Town of Bedford, NH",1983,,Closed,,,,No,,,42.9424,-71.5204
1491,Other,,Bennington Landfill,"Hillsborough, NH","Town of Bennington, NH",,1992,Closed,,,,No,,,43.0109,-71.9114
1492,Other,,Chester Landfill,"Rockingham, NH",Town of Chester,1958,1997,Closed,,30000,,No,,,42.9656,-71.2454
1493,With Project,,City of Keene Landfill,"Cheshire, NH","City of Keene, NH",1973,1998,Closed,,640000,1998,Yes,0.5,,42.9792,-72.3526
1494,Candidate,1006421,City of Lebanon Secure MSW Landfill,"Grafton, NH","City of Lebanon, NH",1950,2026,Open,2557156,1816580,2016,Yes,,,43.6139,-72.3267
1495,Other,,Colebrook Landfill,"Coos, NH","Town of Colebrook, NH",1978,2008,Closed,802450,802450,,Yes,0.5,,44.87926,-71.48174
1496,Other,,Dunbarton LF,"Hillsborough, NH","City of Manchester, NH",1900,1991,Closed,,1200000,,Yes,,,43.018,-71.488
1497,Other,,Farmington Landfill,"Strafford, NH","Town of Farmington, NH",1983,,Open,,,,No,,,43.3894,-71.0642
1498,With Project,1004751,Four Hills Landfill,"Hillsborough, NH","City of Nashua, NH",1971,2024,Open,4502504,3786288,2016,Yes,0.936,2014,42.728,-71.518
1499,Other,,Gilmanton Landfill & Recycling Facility,"Belknap, NH","Town of Gilmanton, NH",1983,,Unknown,,,,No,,,43.4153,-71.4173
1500,Other,,Groton Landfill,"Grafton, NH","Town of Groton, NH",,,Unknown,,,,No,,,43.7063,-71.8341
1501,Other,,Harrisville Recycling and Transfer Station,"Cheshire, NH","Town of Harrisville, NH",1983,1998,Closed,,,,No,,,42.9417,-72.0988
1503,Other,,Kingston Landfill,"Rockingham, NH","Town of Kingston, NH",1953,2003,Closed,,,,No,,,42.91258,-71.05467
1504,Other,,Lower Mt. Washington Valley Landfill,"Carroll, NH","Town of Conway, NH",,2018,Open,,,,No,,,43.9714,-71.1438
1505,Other,,Merrimack Landfill,"Hillsborough, NH","Town of Merrimack, NH",1983,2002,Closed,,,,No,,,42.8669,-71.5122
1506,With Project,1004084,Mount Carberry Landfill,"Coos, NH","Androscoggin Valley Regional Refuse Disposal District (AVRRDD), NH",1989,2048,Open,14791087,5967159,2015,Yes,1.12,2013,44.475,-71.162
1507,Other,,New Ipswich Landfill,"Hillsborough, NH","Town of New Ipswich, NH",1983,2002,Closed,,,,No,,,42.7585,-71.8714
1508,Candidate,1005255,North Country Environmental Services LF,"Grafton, NH","Casella Waste Systems, Inc.",1976,2021,Open,5700132,4553574,2016,Yes,2.59,2013,44.26,-71.628
1509,Other,,Tamworth Landfill,"Carroll, NH","Town of Tamworth, NH",1983,,Unknown,,,,No,,,43.8556,-71.2658
1510,Other,,Troy Landfill,"Cheshire, NH","Town of Troy, NH",1983,,Unknown,,,,No,,,42.826,-72.185
1511,Other,,Tuftonboro Landfill,"Carroll, NH","Town of Tuftonboro, NH",1983,2003,Closed,,,,No,,,43.6869,-71.2704
1512,With Project,1007879,Turnkey Recycling & Environmental Enterprises,"Strafford, NH","Waste Management, Inc.",1979,2025,Open,42229475,32065697,2016,Yes,16.56,,43.2448,-70.9695
1513,Other,,Wakefield Landfill,"Carroll, NH","Town of Wakefield, NH",1983,2010,Closed,,,,No,,,43.4379,-71.0267
1514,With Project,1001858,Atlantic County Utilities Authority Landfill,"Atlantic, NJ","Atlantic County Utilities Authority, NJ",1991,2026,Open,13478534,5879712,2016,Yes,2.86,2012,39.426,-74.54
1515,With Project,1006969,Burlington County SLF,"Burlington, NJ",Burlington County Board of Chosen Freeholders,1989,2027,Open,12317567,9205681,2016,Yes,4.37,2012,40.076,-74.76
1516,With Project,1004200,Cape May County MUA Secure Landfill,"Cape May, NJ","Cape May County Municipal Utilities Authority, NJ",1984,2094,Open,23483250,4000000,2008,Yes,1.584,2013,39.2294,-74.7749
1517,With Project,1002702,Cumberland County SWC,"Cumberland, NJ","Cumberland County, NJ",1987,2041,Open,9222558,5787140,2016,Yes,2.4,,39.45,-75.0996
1519,With Project,,Edison Township SLF,"Middlesex, NJ",Edison Township,1970,1990,Closed,,2500000,,Yes,,,40.4894,-74.3832
1521,Candidate,1004235,Gloucester County Solid Waste Complex,"Gloucester, NJ","Gloucester County Improvement Authority, NJ",1987,2050,Open,16317000,9515599,2011,Yes,0.07,,39.7125,-75.285
1522,With Project,,Hamm's LF,"Sussex, NJ",,1977,1985,Closed,,1700000,,Yes,,,41.0938,-74.6702
1523,Other,,HMDC 1-A LF,"Hudson, NJ",New Jersey Sports and Exposition Authority (NJSEA),1950,1984,Closed,,5998800,,Yes,0.6,,40.784,-74.113
1525,With Project,,Industrial Land Reclaiming (ILR) LF,"Middlesex, NJ",Industrial Land Reclaiming,1963,1985,Closed,,4302213,,Yes,,,40.487695,-74.35906
1526,Other,1011381,Kearny 1-D LF,"Hudson, NJ",Town of Kearney,1950,1982,Closed,10594016,,,Yes,0.8,,40.750855,-74.10976
1527,Other,1009136,Kingsland Landfill,"Bergen, NJ",New Jersey Sports and Exposition Authority (NJSEA),1960,1988,Closed,,9700000,,Yes,1.13,2012,40.784,-74.113
1528,With Project,1004741,Kinsley's LF,"Gloucester, NJ",Kinsley's,1960,1987,Closed,,7259985,,Yes,0.4,2012,39.79,-75.0998
1529,Other,1007225,L & D LF,"Burlington, NJ","Waste Management, Inc.",1968,1986,Closed,16271044,16271041,1986,Yes,0.803,2012,39.9835,-74.7725
1530,Other,1006684,Linden City SLF,"Union, NJ","City of Linden, NJ",1946,1999,Closed,,1155339,1999,Yes,0.301,2012,40.6073,-74.2466
1531,With Project,1007298,Middlesex County LF,"Middlesex, NJ","Middlesex County Utilities Authority, NJ",1970,2030,Open,,45437841,,Yes,7,,40.4688,-74.3961
1532,With Project,1005054,"Monmouth County LF - Phases I, II and III","Monmouth, NJ",County of Monmouth,1977,2020,Open,32872185,18833181,2016,Yes,6.5,,40.245,-74.115
1533,Other,1009137,NJMC 1-E Landfill,"Bergen, NJ",New Jersey Sports and Exposition Authority (NJSEA),1950,2008,Closed,50589532,,,Yes,2.19,2012,40.77,-74.117
1534,With Project,1002667,Ocean County LF,"Ocean, NJ",Ocean County Landfill Corp.,1973,2025,Open,22831793,18166056,2016,Yes,7.71,2012,40.025,-74.255
1535,Other,1007953,Parklands Reclamation Project,"Burlington, NJ","Waste Management, Inc.",1978,1989,Closed,3585114,3585110,1989,Yes,0.325,2012,40.1272,-74.7111
1536,With Project,1000429,Pennsauken SLF,"Camden, NJ","Pollution Control Financing Authority of Camden County, NJ",1970,2019,Open,6877133,6442268,2015,Yes,0.64,2014,39.991,-75.0342
1537,Other,1007557,Pinelands Park LF,"Atlantic, NJ","Atlantic County Utilities Authority, NJ",1950,1990,Closed,,882917,,Yes,0.942,2012,39.383004,-74.633201
1538,With Project,1007261,Salem County SLF,"Salem, NJ",Salem County Improvement Authority,1988,2044,Open,5788125,2728875,2016,Yes,0.792,,39.5869,-75.3785
1539,With Project,1005034,Sussex County LF 1-E,"Sussex, NJ",Sussex County Municipal Utilities Authority,1970,2030,Open,3164722,1934255,2011,Yes,0.838,2012,41.094,-74.6719
1540,With Project,1004095,Warren County District Landfill,"Warren, NJ","Pollution Control Financing Authority of Warren County, NJ",1991,2021,Open,4240287,960000,2003,Yes,0.95,2010,40.822044,-75.006147
1541,Candidate,1006724,Caja del Rio Landfill,"Santa Fe, NM","Santa Fe Solid Waste Management Agency, NM",1997,2035,Open,12871003,3323052,2016,Yes,0.217,2012,35.677746,-106.087855
1542,With Project,1003362,Camino Real Landfill,"Dona Ana, NM",Waste Connections Inc. - Central Region,1977,2060,Open,59627675,13557840,2016,Yes,0.778,2012,31.79,-106.592
1543,With Project,1004341,Cerro Colorado LF,"Bernalillo, NM","City of Albuquerque, EHD, NM",1990,2076,Open,50634518,13142499,2016,Yes,0.51,2012,35.0105,-106.877
1544,Candidate,1004223,Clovis Regional Solid Waste Facility,"Curry, NM","City of Clovis, NM",1935,2102,Open,10927318,3239624,2016,No,,,34.390245,-103.178408
1545,Candidate,1004224,Corralitos Regional Landfill,"Dona Ana, NM","South Central Solid Waste Authority, NM",1996,2040,Open,11877047,2926967,2016,No,,,32.245,-107.03
1546,Other,,Las Vegas-New Mexico Landfill,"San Miguel, NM","City of Las Vegas, NM",,1999,Closed,,1000000,1998,No,,,35.611945,-105.254167
1547,Candidate,1011595,Lea County Landfill,"Lea, NM","Lea County, NM",1999,2048,Open,2568948,1376687,2016,No,,,32.4283,-103.07
1548,Other,,Los Alamos County LF,"Los Alamos, NM","Los Alamos County, NM",1980,2011,Closed,1100000,1100000,2011,No,,,35.8752,-106.31
1549,With Project,,Los Angeles Landfill,"Bernalillo, NM","City of Albuquerque, EHD, NM",1978,1983,Closed,,1560846,1983,Yes,,,35.1808,-106.602
1550,Other,,Northeastern New Mexico Regional Landfill,"Mora, NM",Herzog Environmental,1999,2017,Closed,,,,Unknown,,,35.993492,-104.725995
1551,Candidate,1011215,Otero/Greentree Landfill,"Otero, NM","Otero Greentree Solid Waste Authority, NM",1994,2035,Open,4455763,1570396,2016,No,,,32.570167,-106.024222
1552,Candidate,1007769,Rio Rancho Landfill,"Sandoval, NM","Waste Management, Inc.",1985,2025,Open,8994439,5944210,2016,Yes,0.553,2012,35.2744,-106.671
1553,Candidate,1003565,San Juan County Regional Landfill,"San Juan, NM","San Juan County, NM",1988,2136,Open,19414423,3824193,2016,No,,,36.783,-108.0402
